,english,francais
8303,general-purpose,polyvalente
8304,moon,lune
8305,higher,supérieur
8306,amend,modifier
8307,ridge,crête
8308,memphis,memphis
8309,rebounded,rebondi
8310,excuse,excuse
8311,assistance,assistance
8312,scales,balance
8313,designer,concepteur
8314,save,enregistrer
8315,functioning,fonctionnement
8316,rich,riche
8317,ottawa,ottawa
8318,ranch,ranch
8319,excitement,excitation
8320,growth,croissance
8321,interpret,interpréter
8322,peres,peres
8323,fig,figue
8324,toolkit,toolkit
8325,guides,guides
8326,protesting,protestant
8327,adjusting,réglage
8328,bench,banc
8329,atmospheric,atmosphérique
8330,wars,wars
8331,diversity,diversité
8332,amnesty,amnistie
8333,reside,résider
8334,youngsters,jeunes
8335,alberta,alberta
8336,vision,vision
8337,graduated,graduée
8338,environmentalists,environnementalistes
8339,low,faible
8340,salesman,vendeur
8341,follow-up,suivre
8342,collateral,collatéral
8343,symantec,symantec
8344,hazard,danger
8345,hercules,hercule
8346,widened,élargi
8347,rdbms,sgbdr
8348,indefinitely,indéfiniment
8349,get,obtenir
8350,cracking,fissuration
8351,transitions,transitions
8352,sing,chanter
8353,rockwell,rockwell
8354,billed,bec
8355,greg,greg
8356,fundamentals,fondamentaux
8357,analyzer,analyseur
8358,instantly,immédiatement
8359,azerbaijan,azerbaïdjan
8360,deterioration,détérioration
8361,coordinated,coordonné
8362,namibia,namibie
8363,export,exportation
8364,merging,fusion
8365,rocky,rocheux
8366,strains,souches
8367,leon,leon
8368,gregory,gregory
8369,urgent,urgent
8370,bother,déranger
8371,fulfill,remplir
8372,threatens,menace
8373,commonwealth,commonwealth
8374,rodriguez,rodriguez
8375,pleasure,plaisir
8376,grab,saisir
8377,reasoning,raisonnement
8378,scaled,escaladé
8379,accessories,accessoires
8380,icl,icl
8381,musicians,musiciens
8382,likud,likoud
8383,observer,observateur
8384,rhode,rhode
8385,ky,ky
8386,drafted,rédigé
8387,fourth,quatrième
8388,inherited,hérité
8389,scared,effrayé
8390,subsidy,subvention
8391,together,ensemble
8392,uaw,uaw
8393,panel,panneau
8394,sharon,sharon
8395,liquidation,liquidation
8396,lure,leurre
8397,keyboards,claviers
8398,meridian,méridien
8399,sleeping,endormi
8400,retaining,retenue
8401,interval,intervalle
8402,liberty,liberté
8403,borrowings,emprunts
8404,portables,portables
8405,murders,meurtres
8406,netware,netware
8407,teeth,dents
8408,watkins,watkins
8409,erm,mce
8410,impacts,impacts
8411,bacteria,bactéries
8412,distances,distances
8413,drain,drainer
8414,ported,porté
8415,banning,interdiction
8416,populations,populations
8417,probable,probable
8418,nabisco,nabisco
8419,nurses,infirmières
8420,political,politique
8421,remarkably,remarquablement
8422,cans,boîtes
8423,volkswagen,volkswagen
8424,dale,vallée
8425,conservation,préservation
8426,on,on
8427,gene,gène
8428,usable,utilisable
8429,conflicting,contradictoire
8430,ipx,ipx
8431,crashes,accidents
8432,simple,simple
8433,smart,intelligent
8434,interact,interagir
8435,faulty,défectueux
8436,notify,notifier
8437,shaw,shaw
8438,piano,piano
8439,commissioned,commandé
8440,purely,purement
8441,fortunes,fortunes
8442,surviving,survivant
8443,vague,vague
8444,undermine,saper
8445,perry,poiré
8446,battered,battu
8447,counseling,counseling
8448,computational,calcul
8449,brennan,brennan
8450,inputs,entrées
8451,conditional,conditionnel
8452,whitney,whitney
8453,yielded,donné
8454,sang,chanté
8455,diamond,diamant
8456,stemmed,tiges
8457,understands,comprend
8458,startup,commencez
8459,initially,initialement
8460,utilizing,utilisant
8461,value,valeur
8462,windows-based,windows
8463,libyan,libyen
8464,dominance,dominance
8465,prompts,invites
8466,mobile,mobile
8467,chairs,chaises
8468,nintendo,nintendo
8469,improperly,incorrectement
8470,liable,assujetti
8471,vs,vs
8472,bird,oiseau
8473,presenting,présentation
8474,administrator,administrateur
8475,fabrication,fabrication
8476,tritium,tritium
8477,newport,newport
8478,ukraine,ukraine
8479,witnesses,témoins
8480,revival,renouveau
8481,spectral,spectral
8482,overthrow,renversement
8483,picks,choix
8484,rivers,rivières
8485,incomplete,incomplet
8486,clayton,clayton
8487,scalable,évolutive
8488,assurances,assurances
8489,scrap,ferraille
8490,battling,combattre
8491,reopen,rouvrir
8492,treasurer,trésorier
8493,revolutionary,révolutionnaire
8494,unconstitutional,inconstitutionnel
8495,prolonged,prolongé
8496,hilton,hilton
8497,interrupted,interrompu
8498,eu,ue
8499,suppose,supposer
8500,spy,espion
8501,tailored,adapté
8502,wrapped,enveloppé
8503,salmon,saumon
8504,simplicity,simplicité
8505,buffers,tampons
8506,affiliates,affiliés
8507,timothy,timothée
8508,dating,datation
8509,mirror,miroir
8510,openly,ouvertement
8511,better,mieux
8512,demonstrating,démontrant
8513,sensible,sensible
8514,requesting,demande
8515,actor,acteur
8516,gravity,pesanteur
8517,resisted,résisté
8518,engineered,ingénierie
8519,professor,professeur
8520,hand-held,portatif
8521,attendant,préposé
8522,validation,validation
8523,promotions,promotions
8524,cam,cam
8525,trustees,curateurs
8526,centuries,siècles
8527,meals,repas
8528,glasses,lunettes
8529,watson,watson
8530,warming,chauffage
8531,speaking,parlant
8532,slash,sabrer
8533,regulations,règlements
8534,yearly,annuel
8535,remembered,souvenir
8536,included,inclus
8537,revise,réviser
8538,bones,os
8539,initial,initiale
8540,methane,méthane
8541,movement,mouvement
8542,weighing,pesée
8543,sr,sr
8544,advertisements,annonces
8545,rigid,rigide
8546,cook,cuisinier
8547,tale,conte
8548,reversal,renversement
8549,pockets,poches
8550,eddie,eddie
8551,comic,comique
8552,proving,prouvant
8553,plastics,plastiques
8554,egg,œuf
8555,return,retour
8556,optic,optique
8557,frederick,frederick
8558,opposition,opposition
8559,sensors,capteurs
8560,capped,plafonné
8561,propagation,propagation
8562,logs,journaux
8563,stomach,estomac
8564,ftc,ftc
8565,pcx,pcx
8566,accusations,accusations
8567,invoke,invoquer
8568,weigh,peser
8569,voices,voix
8570,lengths,longueurs
8571,brightness,luminosité
8572,ace,ace
8573,freezing,gel
8574,shield,bouclier
8575,creditor,créancier
8576,promotional,promotionnel
8577,beaches,plages
8578,periodically,périodiquement
8579,cms,cms
8580,selections,sélections
8581,ivan,ivan
8582,uncovered,découvert
8583,engage,engager
8584,surfaced,surface
8585,coals,charbons
8586,hunter,chasseur
8587,lucas,lucas
8588,esa,esa
8589,entrepreneurs,entrepreneurs
8590,mg,mg
8591,vincent,vincent
8592,socket,douille
8593,peterson,peterson
8594,integrator,intégrateur
8595,manchester,manchester
8596,kan,kan
8597,ingredients,ingrédients
8598,scientific,scientifique
8599,clicking,clic
8600,finger,doigt
8601,insulation,isolation
8602,quantum,quantum
8603,shortfall,déficit
8604,doubling,redoublement
8605,yielding,élastique
8606,appleshare,appleshare
8607,expectation,attente
8608,slumped,affalé
8609,unwilling,réticent
8610,pict,pict
8611,oems,oem
8612,bushel,boisseau
8613,bishops,évêques
8614,parity,parité
8615,oversees,supervise
8616,insolvent,insolvable
8617,chernobyl,tchernobyl
8618,boiler,chaudière
8619,trw,trw
8620,poured,versé
8621,complications,complications
8622,greyhound,lévrier
8623,incremental,incrémentale
8624,shoppers,acheteurs
8625,hat,chapeau
8626,tyson,tyson
8627,substrate,substrat
8628,priests,prêtres
8629,surrendered,remis
8630,dreams,rêves
8631,plans,plans
8632,lasting,durable
8633,comex,comex
8634,maastricht,maastricht
8635,destroying,détruisant
8636,planting,plantation
8637,subscription,abonnement
8638,outgoing,sortant
8639,vancouver,vancouver
8640,taxpayer,contribuable
8641,recipient,destinataire
8642,less,moins
8643,arrives,arrive
8644,sununu,sununu
8645,teamsters,teamsters
8646,rifle,fusil
8647,signatures,signatures
8648,prosperity,prospérité
8649,benjamin,benjoin
8650,morton,morton
8651,societies,sociétés
8652,dodge,esquive
8653,gunman,tireur
8654,appliances,appareils
8655,flaws,défauts
8656,vigorously,vigoureusement
8657,cost,coût
8658,fitted,équipée
8659,loud,fort
8660,have,avoir
8661,departmental,départemental
8662,umbrella,parapluie
8663,exclude,exclure
8664,accumulation,accumulation
8665,invented,inventé
8666,jefferson,jefferson
8667,hailed,salué
8668,lady,dame
8669,headlines,titres
8670,write,Écrire
8671,shield,bouclier
8672,awful,terrible
8673,occurrence,occurrence
8674,upper,supérieur
8675,employment,emploi
8676,nurse,infirmière
8677,challenger,provocateur
8678,deck,pont
8679,parked,garé
8680,cite,citer
8681,leap,saut
8682,restraint,retenue
8683,pro,pro
8684,aiming,visée
8685,calculates,calcule
8686,ami,ami
8687,pill,pilule
8688,kidney,rein
8689,deferred,différée
8690,smile,sourire
8691,pits,fosses
8692,yale,yale
8693,storms,tempêtes
8694,making,fabrication
8695,ninth,neuvième
8696,hammer,marteau
8697,constants,constantes
8698,gilts,cochettes
8699,burial,enterrement
8700,johnston,johnston
8701,casual,désinvolte
8702,prescription,prescription
8703,penetration,pénétration
8704,alpha,alpha
8705,communism,communisme
8706,patch,pièce
8707,specifying,spécifiant
8708,spiritual,spirituel
8709,plummeted,chuté
8710,stadium,stade
8711,richards,richards
8712,block,bloc
8713,resides,réside
8714,gillette,gillette
8715,would,voudrais
8716,cooperating,coopérant
8717,commanders,commandants
8718,extracted,extrait
8719,virgin,vierge
8720,haiti,haïti
8721,dissolved,dissous
8722,colleague,collègue
8723,recapitalization,recapitalisation
8724,stringent,strict
8725,differs,diffère
8726,webb,webb
8727,billy,gamelle
8728,shake,secouer
8729,ceramic,céramique
8730,weaknesses,faiblesses
8731,11th,11
8732,exporting,exportation
8733,arising,découlant
8734,tankers,pétroliers
8735,flooded,inondé
8736,squad,équipe
8737,pharmaceuticals,médicaments
8738,supporter,partisan
8739,countries,pays
8740,declaring,déclarant
8741,rdb,rdb
8742,hoffman,hoffman
8743,hurricane,ouragan
8744,friction,friction
8745,amazing,incroyable
8746,proves,prouve
8747,bankamerica,bankamerica
8748,validity,validité
8749,indexing,indexage
8750,dispersed,dispersé
8751,cairo,caire
8752,unaware,ignorant
8753,carbide,carbure
8754,basin,bassin
8755,shook,secoua
8756,enemies,ennemis
8757,consumed,consommée
8758,folders,dossiers
8759,sweep,balayage
8760,scenarios,scénarios
8761,deliberately,délibérément
8762,walt,walt
8763,l,l
8764,ar,ar
8765,starring,starring
8766,menlo,menlo
8767,suspicious,soupçonneux
8768,establishes,établit
8769,shelters,abris
8770,boris,boris
8771,arithmetic,arithmétique
8772,grip,poignée
8773,wise,sage
8774,khomeini,khomeini
8775,economics,Économie
8776,sikh,sikh
8777,asserts,affirme
8778,invoices,factures
8779,rulings,décisions
8780,individual,individuel
8781,investigator,enquêteur
8782,explosions,explosions
8783,characterization,caractérisation
8784,min,min
8785,suburbs,banlieue
8786,lorenzo,lorenzo
8787,sa,sa
8788,various,divers
8789,plotting,traçage
8790,bulgaria,bulgarie
8791,prayer,prière
8792,judiciary,judiciaire
8793,diskette,disquette
8794,hurricane,ouragan
8795,reuters,reuters
8796,warburg,warburg
8797,promptly,rapidement
8798,hispanics,hispaniques
8799,emulate,imiter
8800,mhs,mhs
8801,inform,informer
8802,travel,voyage
8803,written,Écrit
8804,officevision,officevision
8805,gatos,gatos
8806,allocate,allouer
8807,inclined,incliné
8808,redemption,rachat
8809,snow,neige
8810,restoring,restauration
8811,morrison,morrison
8812,format,format
8813,heroin,héroïne
8814,merchants,marchands
8815,burial,enterrement
8816,tory,tory
8817,cites,cite
8818,checker,vérificateur
8819,licence,licence
8820,widow,veuve
8821,slim,mince
8822,terminate,résilier
8823,medicine,médecine
8824,seldom,rarement
8825,helms,helms
8826,x-ray,radiographie
8827,giants,géants
8828,subway,métro
8829,ball,balle
8830,synthetic,synthétique
8831,subjects,sujets
8832,grades,grades
8833,centres,centres
8834,chapters,chapitres
8835,experiencing,expérience
8836,landmark,repère
8837,atlantis,atlantis
8838,calculator,calculatrice
8839,systematic,systématique
8840,criterion,critère
8841,issuance,émission
8842,levy,prélèvement
8843,eagle,aigle
8844,renewal,renouvellement
8845,formidable,redoutable
8846,stockholm,stockholm
8847,sticking,collage
8848,shortly,prochainement
8849,revolution,révolution
8850,easter,pâques
8851,breach,violer
8852,progress,progrès
8853,mobil,mobil
8854,tide,marée
8855,exhibits,expositions
8856,distinguished,distingué
8857,nightmare,cauchemar
8858,deng,deng
8859,history,histoire
8860,hubs,hubs
8861,jokes,blagues
8862,quick,rapide
8863,balloon,ballon
8864,tenants,locataires
8865,seminars,séminaires
8866,marion,marion
8867,fleeing,fuite
8868,twisted,tordu
8869,sailors,marins
8870,pollutants,polluants
8871,eastman,eastman
8872,merc,merc
8873,nubus,nubus
8874,clever,intelligent
8875,amdahl,amdahl
8876,lean,maigre
8877,essence,essence
8878,cyclical,cyclique
8879,negotiation,négociation
8880,universe,univers
8881,polaroid,polaroïd
8882,seagate,seagate
8883,canal,canal
8884,migrate,émigrer
8885,diffraction,diffraction
8886,sexually,sexuellement
8887,dialing,numérotation
8888,optimize,optimiser
8889,wallace,wallace
8890,pools,piscines
8891,very,très
8892,spark,étincelle
8893,runoff,ruissellement
8894,structured,structuré
8895,penn,penn
8896,incidence,incidence
8897,magellan,magellan
8898,industrialized,industriel
8899,strong,fort
8900,koch,koch
8901,des,des
8902,cup,tasse
8903,grabbed,saisi
8904,choice,choix
8905,timetable,calendrier
8906,devaluation,dévaluation
8907,against,contre
8908,hard,dur
8909,handlers,gestionnaires
8910,brilliant,brillant
8911,tech,technologie
8912,keystroke,frappe
8913,weiss,weiss
8914,rules,règles
8915,unstable,instable
8916,navy,marine
8917,incredible,incroyable
8918,initiate,initier
8919,byrd,byrd
8920,wondering,demande
8921,tonne,tonne
8922,struggled,lutté
8923,typically,typiquement
8924,collector,collectionneur
8925,preceding,précédent
8926,lc,lc
8927,overlay,revêtement
8928,truetype,truetype
8929,affiliated,affilié
8930,sdi,sdi
8931,conductivity,conductivité
8932,weighed,pesé
8933,stabilize,stabiliser
8934,hills,collines
8935,radius,rayon
8936,knee,genou
8937,levine,levine
8938,fission,fission
8939,dilemma,dilemme
8940,hearts,cœurs
8941,austrian,autrichien
8942,cambodian,cambodgien
8943,joel,joel
8944,paperwork,paperasserie
8945,undercover,secret
8946,modifying,modification
8947,lesions,lésions
8948,standardization,standardisation
8949,breathing,respiration
8950,cash,espèces
8951,donors,donateurs
8952,nunn,nunn
8953,navigation,navigation
8954,midst,milieu
8955,seeds,graines
8956,dirt,saleté
8957,charleston,charleston
8958,prisoner,prisonnier
8959,jacket,veste
8960,inevitably,inévitablement
8961,cuellar,cuellar
8962,blend,mélange
8963,snap,claquement
8964,accountant,comptable
8965,ethical,éthique
8966,assets,actif
8967,assessing,évaluer
8968,themes,thèmes
8969,wings,coulisses
8970,rod,barre
8971,inappropriate,inapproprié
8972,proliferation,prolifération
8973,wines,vins
8974,northrop,northrop
8975,restrictive,restrictif
8976,examines,examine
8977,gallery,galerie
8978,things,choses
8979,specializing,spécialisation
8980,majority,majorité
8981,means,moyens
8982,occidental,occidental
8983,indexed,indexé
8984,voter,électeur
8985,decreasing,réduction
8986,float,flotteur
8987,specifics,détails
8988,animated,animé
8989,successive,successif
8990,drawbacks,inconvénients
8991,lawn,pelouse
8992,vapor,vapeur
8993,applied,appliqué
8994,lynn,lynn
8995,supervisors,superviseurs
8996,horizon,horizon
8997,romanian,roumain
8998,models,modèles
8999,scarce,rare
9000,childhood,enfance
9001,ear,oreille
9002,shirt,chemise
9003,cemetery,cimetière
9004,sauce,sauce
9005,loops,boucles
9006,stole,étole
9007,converter,convertisseur
9008,primitive,primitif
9009,flame,flamme
9010,knife,couteau
9011,weaken,affaiblir
9012,amplitude,amplitude
9013,dumb,muet
9014,steering,pilotage
9015,soon,bientôt
9016,clinics,cliniques
9017,summarized,résumé
9018,soccer,football
9019,flee,fuir
9020,reconstruction,reconstruction
9021,steinberg,steinberg
9022,pink,rose
9023,ceremonies,cérémonies
9024,planet,planète
9025,endorse,approuver
9026,winter,hiver
9027,cup,tasse
9028,elevated,élevé
9029,infringement,infraction
9030,leaks,fuites
9031,amsterdam,amsterdam
9032,poses,poses
9033,technician,technicien
9034,depositors,déposants
9035,andy,andy
9036,bombings,attentats
9037,unfortunate,malheureux
9038,tops,tops
9039,chuck,mandrin
9040,steal,voler
9041,investments,investissements
9042,defective,défectueux
9043,jumping,sauteur
9044,clout,influence
9045,castle,château
9046,aids,sida
9047,collaboration,collaboration
